Estado,Año,Mes,Tasa de desempleo
Connecticut,2019,Octubre,3.5
Connecticut,2019,Septiembre,3.5
Connecticut,2019,Agosto,3.5
Connecticut,2019,Julio,3.5
Connecticut,2019,Junio,3.5
Connecticut,2019,Mayo,3.5
Connecticut,2019,Abril,3.5
Connecticut,2019,Marzo,3.6
Connecticut,2019,Febrero,3.6
Connecticut,2019,Enero,3.7
Delaware,2010,Diciembre,8.2
Delaware,2010,Noviembre,8.4
Delaware,2010,Octubre,8.5
Delaware,2010,Septiembre,8.5
Delaware,2010,Agosto,8.5
Delaware,2010,Julio,8.6
Delaware,2010,Junio,8.6
Delaware,2010,Mayo,8.7
Delaware,2010,Abril,8.8
Delaware,2010,Marzo,9.0
Delaware,2010,Febrero,9.0
Delaware,2010,Enero,9.1
Delaware,2011,Diciembre,7.1
Delaware,2011,Noviembre,7.2
Delaware,2011,Octubre,7.4
Delaware,2011,Septiembre,7.5
Delaware,2011,Agosto,7.6
Delaware,2011,Julio,7.6
Delaware,2011,Junio,7.7
Delaware,2011,Mayo,7.7
Delaware,2011,Abril,7.7
Delaware,2011,Marzo,7.8
Delaware,2011,Febrero,7.9
Delaware,2011,Enero,8.1
Delaware,2012,Diciembre,7.1
Delaware,2012,Noviembre,7.1
Delaware,2012,Octubre,7.1
Delaware,2012,Septiembre,7.1
Delaware,2012,Agosto,7.1
Delaware,2012,Julio,7.1
Delaware,2012,Junio,7.1
Delaware,2012,Mayo,7.1
Delaware,2012,Abril,7.0
Delaware,2012,Marzo,7.0
Delaware,2012,Febrero,7.0
Delaware,2012,Enero,7.0
Delaware,2013,Diciembre,6.1
Delaware,2013,Noviembre,6.1
Delaware,2013,Octubre,6.2
Delaware,2013,Septiembre,6.3
Delaware,2013,Agosto,6.5
Delaware,2013,Julio,6.6
Delaware,2013,Junio,6.7
Delaware,2013,Mayo,6.8
Delaware,2013,Abril,6.9
Delaware,2013,Marzo,7.0
Delaware,2013,Febrero,7.0
Delaware,2013,Enero,7.1
Delaware,2014,Diciembre,5.1
Delaware,2014,Noviembre,5.2
Delaware,2014,Octubre,5.3
Delaware,2014,Septiembre,5.4
Delaware,2014,Agosto,5.5
Delaware,2014,Julio,5.6
Delaware,2014,Junio,5.7
Delaware,2014,Mayo,5.8
Delaware,2014,Abril,5.8
Delaware,2014,Marzo,5.9
Delaware,2014,Febrero,6.0
Delaware,2014,Enero,6.0
Delaware,2015,Diciembre,4.6
Delaware,2015,Noviembre,4.6
Delaware,2015,Octubre,4.7
Delaware,2015,Septiembre,4.7
Delaware,2015,Agosto,4.7
Delaware,2015,Julio,4.8
Delaware,2015,Junio,4.8
Delaware,2015,Mayo,4.9
Delaware,2015,Abril,4.9
Delaware,2015,Marzo,4.9
Delaware,2015,Febrero,4.9
Delaware,2015,Enero,5.0
Delaware,2016,Diciembre,4.7
Delaware,2016,Noviembre,4.7
Delaware,2016,Octubre,4.6
Delaware,2016,Septiembre,4.6
Delaware,2016,Agosto,4.5
Delaware,2016,Julio,4.5
Delaware,2016,Junio,4.5
Delaware,2016,Mayo,4.4
Delaware,2016,Abril,4.4
Delaware,2016,Marzo,4.4
Delaware,2016,Febrero,4.5
Delaware,2016,Enero,4.5
Delaware,2017,Diciembre,4.2
Delaware,2017,Noviembre,4.3
Delaware,2017,Octubre,4.3
Delaware,2017,Septiembre,4.4
Delaware,2017,Agosto,4.4
Delaware,2017,Julio,4.5
Delaware,2017,Junio,4.5
Delaware,2017,Mayo,4.5
Delaware,2017,Abril,4.6
Delaware,2017,Marzo,4.6
Delaware,2017,Febrero,4.6
Delaware,2017,Enero,4.7
Delaware,2018,Diciembre,3.6
Delaware,2018,Noviembre,3.6
Delaware,2018,Octubre,3.5
Delaware,2018,Septiembre,3.6
Delaware,2018,Agosto,3.6
Delaware,2018,Julio,3.7
Delaware,2018,Junio,3.7
Delaware,2018,Mayo,3.8
Delaware,2018,Abril,3.9
Delaware,2018,Marzo,4.0
Delaware,2018,Febrero,4.1
Delaware,2018,Enero,4.2
Delaware,2019,Diciembre,3.7
Delaware,2019,Noviembre,3.7
Delaware,2019,Octubre,3.8
Delaware,2019,Septiembre,3.8
Delaware,2019,Agosto,3.8
Delaware,2019,Julio,3.8
Delaware,2019,Junio,3.7
Delaware,2019,Mayo,3.7
Delaware,2019,Abril,3.6
Delaware,2019,Marzo,3.6
Delaware,2019,Febrero,3.6
Delaware,2019,Enero,3.6
Florida,2010,Diciembre,10.7
Florida,2010,Noviembre,10.8
Florida,2010,Octubre,10.8
Florida,2010,Septiembre,10.8
Florida,2010,Agosto,10.8
Florida,2010,Julio,10.8
Florida,2010,Junio,10.8
Florida,2010,Mayo,10.8
Florida,2010,Abril,10.9
Florida,2010,Marzo,10.9
Florida,2010,Febrero,10.9
Florida,2010,Enero,10.9
Florida,2011,Diciembre,9.3
Florida,2011,Noviembre,9.4
Florida,2011,Octubre,9.6
Florida,2011,Septiembre,9.7
Florida,2011,Agosto,9.9
Florida,2011,Julio,10.0
Florida,2011,Junio,10.1
Florida,2011,Mayo,10.2
Florida,2011,Abril,10.3
Florida,2011,Marzo,10.4
Florida,2011,Febrero,10.5
Florida,2011,Enero,10.6
Florida,2012,Diciembre,8.1
Florida,2012,Noviembre,8.2
Florida,2012,Octubre,8.3
Florida,2012,Septiembre,8.4
Florida,2012,Agosto,8.5
Florida,2012,Julio,8.6
Florida,2012,Junio,8.8
Florida,2012,Mayo,8.9
Florida,2012,Abril,8.9
Florida,2012,Marzo,9.0
Florida,2012,Febrero,9.1
Florida,2012,Enero,9.2
Florida,2013,Diciembre,7.0
Florida,2013,Noviembre,7.1
Florida,2013,Octubre,7.2
Florida,2013,Septiembre,7.3
Florida,2013,Agosto,7.4
Florida,2013,Julio,7.5
Florida,2013,Junio,7.6
Florida,2013,Mayo,7.6
Florida,2013,Abril,7.8
Florida,2013,Marzo,7.9
Florida,2013,Febrero,8.0
Florida,2013,Enero,8.0
Florida,2014,Diciembre,6.0
Florida,2014,Noviembre,6.0
Florida,2014,Octubre,6.1
Florida,2014,Septiembre,6.2
Florida,2014,Agosto,6.3
Florida,2014,Julio,6.4
Florida,2014,Junio,6.5
Florida,2014,Mayo,6.6
Florida,2014,Abril,6.7
Florida,2014,Marzo,6.7
Florida,2014,Febrero,6.8
Florida,2014,Enero,6.9
Florida,2015,Diciembre,5.1
Florida,2015,Noviembre,5.2
Florida,2015,Octubre,5.3
Florida,2015,Septiembre,5.3
Florida,2015,Agosto,5.4
Florida,2015,Julio,5.5
Florida,2015,Junio,5.6
Florida,2015,Mayo,5.7
Florida,2015,Abril,5.7
Florida,2015,Marzo,5.8
Florida,2015,Febrero,5.8
Florida,2015,Enero,5.9
Florida,2016,Diciembre,4.8
Florida,2016,Noviembre,4.8
Florida,2016,Octubre,4.9
Florida,2016,Septiembre,4.9
Florida,2016,Agosto,4.9
Florida,2016,Julio,4.9
Florida,2016,Junio,4.9
Florida,2016,Mayo,4.9
Florida,2016,Abril,4.9
Florida,2016,Marzo,5.0
Florida,2016,Febrero,5.0
Florida,2016,Enero,5.1
Florida,2017,Diciembre,4.0
Florida,2017,Noviembre,4.1
Florida,2017,Octubre,4.1
Florida,2017,Septiembre,4.2
Florida,2017,Agosto,4.2
Florida,2017,Julio,4.2
Florida,2017,Junio,4.3
Florida,2017,Mayo,4.3
Florida,2017,Abril,4.4
Florida,2017,Marzo,4.5
Florida,2017,Febrero,4.6
Florida,2017,Enero,4.7
Florida,2018,Diciembre,3.6
Florida,2018,Noviembre,3.6
Florida,2018,Octubre,3.5
Florida,2018,Septiembre,3.5
Florida,2018,Agosto,3.6
Florida,2018,Julio,3.6
Florida,2018,Junio,3.7
Florida,2018,Mayo,3.7
Florida,2018,Abril,3.8
Florida,2018,Marzo,3.9
Florida,2018,Febrero,3.9
Florida,2018,Enero,4.0
Florida,2019,Diciembre,2.9
Florida,2019,Noviembre,2.9
Florida,2019,Octubre,3.0
Florida,2019,Septiembre,3.1
Florida,2019,Agosto,3.2
Florida,2019,Julio,3.2
Florida,2019,Junio,3.3
Florida,2019,Mayo,3.3
Florida,2019,Abril,3.4
Florida,2019,Marzo,3.4
Florida,2019,Febrero,3.5
Florida,2019,Enero,3.5
Georgia,2010,Diciembre,10.6
Georgia,2010,Noviembre,10.7
Georgia,2010,Octubre,10.7
Georgia,2010,Septiembre,10.6
Georgia,2010,Agosto,10.6
Georgia,2010,Julio,10.5
Georgia,2010,Junio,10.5
Georgia,2010,Mayo,10.6
Georgia,2010,Abril,10.7
Georgia,2010,Marzo,10.8
Georgia,2010,Febrero,10.8
Georgia,2010,Enero,10.8
Georgia,2011,Diciembre,9.6
Georgia,2011,Noviembre,9.8
Georgia,2011,Octubre,9.9
Georgia,2011,Septiembre,10.1
Georgia,2011,Agosto,10.2
Georgia,2011,Julio,10.2
Georgia,2011,Junio,10.3
Georgia,2011,Mayo,10.3
Georgia,2011,Abril,10.3
Georgia,2011,Marzo,10.3
Georgia,2011,Febrero,10.4
Georgia,2011,Enero,10.5
Georgia,2012,Diciembre,8.6
Georgia,2012,Noviembre,8.7
Georgia,2012,Octubre,8.7
Georgia,2012,Septiembre,8.8
Georgia,2012,Agosto,8.9
Georgia,2012,Julio,9.0
Georgia,2012,Junio,9.1
Georgia,2012,Mayo,9.2
Georgia,2012,Abril,9.3
Georgia,2012,Marzo,9.3
Georgia,2012,Febrero,9.4
Georgia,2012,Enero,9.5
Georgia,2013,Diciembre,7.6
Georgia,2013,Noviembre,7.7
Georgia,2013,Octubre,7.8
Georgia,2013,Septiembre,7.9
Georgia,2013,Agosto,8.0
Georgia,2013,Julio,8.1
Georgia,2013,Junio,8.2
Georgia,2013,Mayo,8.3
Georgia,2013,Abril,8.4
Georgia,2013,Marzo,8.5
Georgia,2013,Febrero,8.6
Georgia,2013,Enero,8.6
Georgia,2014,Diciembre,6.6
Georgia,2014,Noviembre,6.7
Georgia,2014,Octubre,6.8
Georgia,2014,Septiembre,7.0
Georgia,2014,Agosto,7.1
Georgia,2014,Julio,7.2
Georgia,2014,Junio,7.3
Georgia,2014,Mayo,7.3
Georgia,2014,Abril,7.4
Georgia,2014,Marzo,7.4
Georgia,2014,Febrero,7.4
Georgia,2014,Enero,7.5
Georgia,2015,Diciembre,5.7
Georgia,2015,Noviembre,5.8
Georgia,2015,Octubre,5.8
Georgia,2015,Septiembre,5.9
Georgia,2015,Agosto,5.9
Georgia,2015,Julio,6.0
Georgia,2015,Junio,6.1
Georgia,2015,Mayo,6.2
Georgia,2015,Abril,6.3
Georgia,2015,Marzo,6.3
Georgia,2015,Febrero,6.4
Georgia,2015,Enero,6.5
Georgia,2016,Diciembre,5.3
Georgia,2016,Noviembre,5.4
Georgia,2016,Octubre,5.4
Georgia,2016,Septiembre,5.4
Georgia,2016,Agosto,5.4
Georgia,2016,Julio,5.4
Georgia,2016,Junio,5.4
Georgia,2016,Mayo,5.4
Georgia,2016,Abril,5.5
Georgia,2016,Marzo,5.6
Georgia,2016,Febrero,5.7
Georgia,2016,Enero,5.7
Georgia,2017,Diciembre,4.4
Georgia,2017,Noviembre,4.5
Georgia,2017,Octubre,4.5
Georgia,2017,Septiembre,4.6
Georgia,2017,Agosto,4.6
Georgia,2017,Julio,4.7
Georgia,2017,Junio,4.8
Georgia,2017,Mayo,4.8
Georgia,2017,Abril,4.9
Georgia,2017,Marzo,5.0
Georgia,2017,Febrero,5.1
Georgia,2017,Enero,5.2
Georgia,2018,Diciembre,3.9
Georgia,2018,Noviembre,3.9
Georgia,2018,Octubre,3.9
Georgia,2018,Septiembre,3.9
Georgia,2018,Agosto,3.9
Georgia,2018,Julio,3.9
Georgia,2018,Junio,4.0
Georgia,2018,Mayo,4.0
Georgia,2018,Abril,4.1
Georgia,2018,Marzo,4.2
Georgia,2018,Febrero,4.3
Georgia,2018,Enero,4.3
Georgia,2019,Diciembre,3.5
Georgia,2019,Noviembre,3.4
Georgia,2019,Octubre,3.5
Georgia,2019,Septiembre,3.5
Georgia,2019,Agosto,3.5
Georgia,2019,Julio,3.6
Georgia,2019,Junio,3.6
Georgia,2019,Mayo,3.6
Georgia,2019,Abril,3.7
Georgia,2019,Marzo,3.7
Georgia,2019,Febrero,3.8
Georgia,2019,Enero,3.9
Hawái,2010,Diciembre,6.8
Hawái,2010,Noviembre,6.8
Hawái,2010,Octubre,6.8
Hawái,2010,Septiembre,6.8
Hawái,2010,Agosto,6.8
Hawái,2010,Julio,6.8
Hawái,2010,Junio,6.8
Hawái,2010,Mayo,6.8
Hawái,2010,Abril,6.8
Hawái,2010,Marzo,6.9
Hawái,2010,Febrero,6.9
Hawái,2010,Enero,6.9
Hawái,2011,Diciembre,6.7
Hawái,2011,Noviembre,6.8
Hawái,2011,Octubre,6.9
Hawái,2011,Septiembre,7.0
Hawái,2011,Agosto,7.0
Hawái,2011,Julio,7.0
Hawái,2011,Junio,6.9
Hawái,2011,Mayo,6.8
Hawái,2011,Abril,6.7
Hawái,2011,Marzo,6.7
Hawái,2011,Febrero,6.7
Hawái,2011,Enero,6.8
Hawái,2012,Diciembre,5.1
Hawái,2012,Noviembre,5.2
Hawái,2012,Octubre,5.3
Hawái,2012,Septiembre,5.5
Hawái,2012,Agosto,5.7
Hawái,2012,Julio,5.9
Hawái,2012,Junio,6.1
Hawái,2012,Mayo,6.2
Hawái,2012,Abril,6.3
Hawái,2012,Marzo,6.4
Hawái,2012,Febrero,6.5
Hawái,2012,Enero,6.6
Hawái,2013,Diciembre,4.6
Hawái,2013,Noviembre,4.7
Hawái,2013,Octubre,4.7
Hawái,2013,Septiembre,4.7
Hawái,2013,Agosto,4.7
Hawái,2013,Julio,4.7
Hawái,2013,Junio,4.7
Hawái,2013,Mayo,4.7
Hawái,2013,Abril,4.8
Hawái,2013,Marzo,4.9
Hawái,2013,Febrero,4.9
Hawái,2013,Enero,5.0
Hawái,2014,Diciembre,3.9
Hawái,2014,Noviembre,3.9
Hawái,2014,Octubre,4.0
Hawái,2014,Septiembre,4.1
Hawái,2014,Agosto,4.1
Hawái,2014,Julio,4.2
Hawái,2014,Junio,4.3
Hawái,2014,Mayo,4.4
Hawái,2014,Abril,4.4
Hawái,2014,Marzo,4.4
Hawái,2014,Febrero,4.5
Hawái,2014,Enero,4.6
Hawái,2015,Diciembre,3.1
Hawái,2015,Noviembre,3.1
Hawái,2015,Octubre,3.2
Hawái,2015,Septiembre,3.2
Hawái,2015,Agosto,3.3
Hawái,2015,Julio,3.3
Hawái,2015,Junio,3.4
Hawái,2015,Mayo,3.5
Hawái,2015,Abril,3.6
Hawái,2015,Marzo,3.7
Hawái,2015,Febrero,3.8
Hawái,2015,Enero,3.8
Hawái,2016,Diciembre,2.7
Hawái,2016,Noviembre,2.7
Hawái,2016,Octubre,2.8
Hawái,2016,Septiembre,2.8
Hawái,2016,Agosto,2.9
Hawái,2016,Julio,2.9
Hawái,2016,Junio,2.9
Hawái,2016,Mayo,3.0
Hawái,2016,Abril,3.0
Hawái,2016,Marzo,3.0
Hawái,2016,Febrero,3.0
Hawái,2016,Enero,3.0
Hawái,2017,Diciembre,1.9
Hawái,2017,Noviembre,1.9
Hawái,2017,Octubre,1.9
Hawái,2017,Septiembre,1.9
Hawái,2017,Agosto,2.0
Hawái,2017,Julio,2.1
Hawái,2017,Junio,2.3
Hawái,2017,Mayo,2.4
Hawái,2017,Abril,2.5
Hawái,2017,Marzo,2.5
Hawái,2017,Febrero,2.6
Hawái,2017,Enero,2.6
Hawái,2018,Diciembre,2.6
Hawái,2018,Noviembre,2.5
Hawái,2018,Octubre,2.4
Hawái,2018,Septiembre,2.3
Hawái,2018,Agosto,2.3
Hawái,2018,Julio,2.4
Hawái,2018,Junio,2.4
Hawái,2018,Mayo,2.4
Hawái,2018,Abril,2.4
Hawái,2018,Marzo,2.3
Hawái,2018,Febrero,2.2
Hawái,2018,Enero,2.1
Hawái,2019,Diciembre,2.0
Hawái,2019,Noviembre,1.9
Hawái,2019,Octubre,1.9
Hawái,2019,Septiembre,2.0
Hawái,2019,Agosto,2.2
Hawái,2019,Julio,2.4
Hawái,2019,Junio,2.6
Hawái,2019,Mayo,2.8
Hawái,2019,Abril,2.9
Hawái,2019,Marzo,2.9
Hawái,2019,Febrero,2.8
Hawái,2019,Enero,2.7
Iowa,2010,Diciembre,5.9
Iowa,2010,Noviembre,6.0
Iowa,2010,Octubre,6.0
Iowa,2010,Septiembre,6.0
Iowa,2010,Agosto,6.0
Iowa,2010,Julio,6.0
Iowa,2010,Junio,6.0
Iowa,2010,Mayo,6.1
Iowa,2010,Abril,6.2
Iowa,2010,Marzo,6.3
Iowa,2010,Febrero,6.4
Iowa,2010,Enero,6.5
Iowa,2011,Diciembre,5.3
Iowa,2011,Noviembre,5.5
Iowa,2011,Octubre,5.5
Iowa,2011,Septiembre,5.6
Iowa,2011,Agosto,5.7
Iowa,2011,Julio,5.7
Iowa,2011,Junio,5.7
Iowa,2011,Mayo,5.7
Iowa,2011,Abril,5.7
Iowa,2011,Marzo,5.7
Iowa,2011,Febrero,5.8
Iowa,2011,Enero,5.9
Iowa,2012,Diciembre,4.9
Iowa,2012,Noviembre,4.9
Iowa,2012,Octubre,5.0
Iowa,2012,Septiembre,5.0
Iowa,2012,Agosto,5.0
Iowa,2012,Julio,5.1
Iowa,2012,Junio,5.1
Iowa,2012,Mayo,5.1
Iowa,2012,Abril,5.1
Iowa,2012,Marzo,5.1
Iowa,2012,Febrero,5.2
Iowa,2012,Enero,5.2
Iowa,2013,Diciembre,4.5
Iowa,2013,Noviembre,4.5
Iowa,2013,Octubre,4.5
Iowa,2013,Septiembre,4.6
Iowa,2013,Agosto,4.7
Iowa,2013,Julio,4.7
Iowa,2013,Junio,4.8
Iowa,2013,Mayo,4.8
Iowa,2013,Abril,4.9
Iowa,2013,Marzo,4.9
Iowa,2013,Febrero,4.9
Iowa,2013,Enero,4.9
Iowa,2014,Diciembre,3.9
Iowa,2014,Noviembre,4.0
Iowa,2014,Octubre,4.1
Iowa,2014,Septiembre,4.2
Iowa,2014,Agosto,4.2
Iowa,2014,Julio,4.2
Iowa,2014,Junio,4.3
Iowa,2014,Mayo,4.3
Iowa,2014,Abril,4.3
Iowa,2014,Marzo,4.4
Iowa,2014,Febrero,4.4
Iowa,2014,Enero,4.4
Iowa,2015,Diciembre,3.6
Iowa,2015,Noviembre,3.6
Iowa,2015,Octubre,3.6
Iowa,2015,Septiembre,3.6
Iowa,2015,Agosto,3.6
Iowa,2015,Julio,3.6
Iowa,2015,Junio,3.7
Iowa,2015,Mayo,3.7
Iowa,2015,Abril,3.8
Iowa,2015,Marzo,3.8
Iowa,2015,Febrero,3.8
Iowa,2015,Enero,3.9
Iowa,2016,Diciembre,3.4
Iowa,2016,Noviembre,3.5
Iowa,2016,Octubre,3.5
Iowa,2016,Septiembre,3.6
Iowa,2016,Agosto,3.6
Iowa,2016,Julio,3.6
Iowa,2016,Junio,3.7
Iowa,2016,Mayo,3.6
Iowa,2016,Abril,3.6
Iowa,2016,Marzo,3.6
Iowa,2016,Febrero,3.6
Iowa,2016,Enero,3.6
Iowa,2017,Diciembre,2.8
Iowa,2017,Noviembre,2.9
Iowa,2017,Octubre,2.9
Iowa,2017,Septiembre,3.0
Iowa,2017,Agosto,3.0
Iowa,2017,Julio,3.1
Iowa,2017,Junio,3.1
Iowa,2017,Mayo,3.1
Iowa,2017,Abril,3.1
Iowa,2017,Marzo,3.2
Iowa,2017,Febrero,3.2
Iowa,2017,Enero,3.3
Iowa,2018,Diciembre,2.5
Iowa,2018,Noviembre,2.5
Iowa,2018,Octubre,2.5
Iowa,2018,Septiembre,2.5
Iowa,2018,Agosto,2.5
Iowa,2018,Julio,2.4
Iowa,2018,Junio,2.4
Iowa,2018,Mayo,2.5
Iowa,2018,Abril,2.5
Iowa,2018,Marzo,2.6
Iowa,2018,Febrero,2.7
Iowa,2018,Enero,2.7
Iowa,2019,Diciembre,2.6
Iowa,2019,Noviembre,2.7
Iowa,2019,Octubre,2.7
Iowa,2019,Septiembre,2.7
Iowa,2019,Agosto,2.7
Iowa,2019,Julio,2.6
Iowa,2019,Junio,2.6
Iowa,2019,Mayo,2.5
Iowa,2019,Abril,2.5
Iowa,2019,Marzo,2.5
Iowa,2019,Febrero,2.5
Iowa,2019,Enero,2.5
Idaho,2010,Diciembre,8.5
Idaho,2010,Noviembre,8.6
Idaho,2010,Octubre,8.6
Idaho,2010,Septiembre,8.6
Idaho,2010,Agosto,8.6
Idaho,2010,Julio,8.6
Idaho,2010,Junio,8.7
Idaho,2010,Mayo,8.8
Idaho,2010,Abril,8.9
Idaho,2010,Marzo,9.0
Idaho,2010,Febrero,9.1
Idaho,2010,Enero,9.1
Idaho,2011,Diciembre,7.7
Idaho,2011,Noviembre,7.8
Idaho,2011,Octubre,7.9
Idaho,2011,Septiembre,8.0
Idaho,2011,Agosto,8.1
Idaho,2011,Julio,8.2
Idaho,2011,Junio,8.3
Idaho,2011,Mayo,8.3
Idaho,2011,Abril,8.4
Idaho,2011,Marzo,8.4
Idaho,2011,Febrero,8.4
Idaho,2011,Enero,8.5
Idaho,2012,Diciembre,7.1
Idaho,2012,Noviembre,7.1
Idaho,2012,Octubre,7.2
Idaho,2012,Septiembre,7.2
Idaho,2012,Agosto,7.3
Idaho,2012,Julio,7.4
Idaho,2012,Junio,7.5
Idaho,2012,Mayo,7.5
Idaho,2012,Abril,7.6
Idaho,2012,Marzo,7.6
Idaho,2012,Febrero,7.6
Idaho,2012,Enero,7.7
Idaho,2013,Diciembre,6.0
Idaho,2013,Noviembre,6.4
Idaho,2013,Octubre,6.8
Idaho,2013,Septiembre,6.9
Idaho,2013,Agosto,6.9
Idaho,2013,Julio,6.9
Idaho,2013,Junio,6.9
Idaho,2013,Mayo,7.0
Idaho,2013,Abril,7.0
Idaho,2013,Marzo,7.0
Idaho,2013,Febrero,7.0
Idaho,2013,Enero,7.0
Idaho,2014,Diciembre,3.9
Idaho,2014,Noviembre,3.9
Idaho,2014,Octubre,4.0
Idaho,2014,Septiembre,4.0
Idaho,2014,Agosto,4.0
Idaho,2014,Julio,4.0
Idaho,2014,Junio,4.0
Idaho,2014,Mayo,4.5
Idaho,2014,Abril,4.6
Idaho,2014,Marzo,4.9
Idaho,2014,Febrero,5.2
Idaho,2014,Enero,5.6
Idaho,2015,Diciembre,3.8
Idaho,2015,Noviembre,3.8
Idaho,2015,Octubre,3.8
Idaho,2015,Septiembre,3.9
Idaho,2015,Agosto,3.9
Idaho,2015,Julio,3.9
Idaho,2015,Junio,3.9
Idaho,2015,Mayo,3.9
Idaho,2015,Abril,3.9
Idaho,2015,Marzo,3.9
Idaho,2015,Febrero,3.9
Idaho,2015,Enero,3.8
Idaho,2016,Diciembre,3.5
Idaho,2016,Noviembre,3.6
Idaho,2016,Octubre,3.6
Idaho,2016,Septiembre,3.6
Idaho,2016,Agosto,3.7
Idaho,2016,Julio,3.7
Idaho,2016,Junio,3.7
Idaho,2016,Mayo,3.7
Idaho,2016,Abril,3.7
Idaho,2016,Marzo,3.7
Idaho,2016,Febrero,3.8
Idaho,2016,Enero,3.8
Idaho,2017,Diciembre,3.1
Idaho,2017,Noviembre,3.1
Idaho,2017,Octubre,3.2
Idaho,2017,Septiembre,3.2
Idaho,2017,Agosto,3.2
Idaho,2017,Julio,3.1
Idaho,2017,Junio,3.1
Idaho,2017,Mayo,3.2
Idaho,2017,Abril,3.2
Idaho,2017,Marzo,3.3
Idaho,2017,Febrero,3.4
Idaho,2017,Enero,3.5
Idaho,2018,Diciembre,3.0
Idaho,2018,Noviembre,3.0
Idaho,2018,Octubre,3.0
Idaho,2018,Septiembre,2.9
Idaho,2018,Agosto,2.9
Idaho,2018,Julio,2.8
Idaho,2018,Junio,2.8
Idaho,2018,Mayo,2.8
Idaho,2018,Abril,2.8
Idaho,2018,Marzo,2.9
Idaho,2018,Febrero,2.9
Idaho,2018,Enero,3.0
Idaho,2019,Diciembre,3.0
Idaho,2019,Noviembre,3.0
Idaho,2019,Octubre,3.0
Idaho,2019,Septiembre,3.0
Idaho,2019,Agosto,3.0
Idaho,2019,Julio,3.0
Idaho,2019,Junio,2.9
Idaho,2019,Mayo,2.9
Idaho,2019,Abril,2.9
Idaho,2019,Marzo,2.9
Idaho,2019,Febrero,3.0
Idaho,2019,Enero,3.0
Illinois,2010,Diciembre,9.7
Illinois,2010,Noviembre,9.8
Illinois,2010,Octubre,9.9
Illinois,2010,Septiembre,10.0
Illinois,2010,Agosto,10.1
Illinois,2010,Julio,10.2
Illinois,2010,Junio,10.4
Illinois,2010,Mayo,10.7
Illinois,2010,Abril,10.9
Illinois,2010,Marzo,11.2
Illinois,2010,Febrero,11.3
Illinois,2010,Enero,11.4
Illinois,2011,Diciembre,9.5
Illinois,2011,Noviembre,9.7
Illinois,2011,Octubre,9.9
Illinois,2011,Septiembre,10.0
Illinois,2011,Agosto,10.1
Illinois,2011,Julio,10.0
Illinois,2011,Junio,9.9
Illinois,2011,Mayo,9.8
Illinois,2011,Abril,9.6
Illinois,2011,Marzo,9.5
Illinois,2011,Febrero,9.5
Illinois,2011,Enero,9.6
Illinois,2012,Diciembre,9.1
Illinois,2012,Noviembre,9.0
Illinois,2012,Octubre,9.0
Illinois,2012,Septiembre,9.0
Illinois,2012,Agosto,9.0
Illinois,2012,Julio,9.0
Illinois,2012,Junio,9.1
Illinois,2012,Mayo,9.0
Illinois,2012,Abril,9.0
Illinois,2012,Marzo,9.0
Illinois,2012,Febrero,9.1
Illinois,2012,Enero,9.3
Illinois,2013,Diciembre,8.6
Illinois,2013,Noviembre,8.7
Illinois,2013,Octubre,8.8
Illinois,2013,Septiembre,9.0
Illinois,2013,Agosto,9.1
Illinois,2013,Julio,9.2
Illinois,2013,Junio,9.2
Illinois,2013,Mayo,9.2
Illinois,2013,Abril,9.3
Illinois,2013,Marzo,9.3
Illinois,2013,Febrero,9.3
Illinois,2013,Enero,9.2
Illinois,2014,Diciembre,6.2
Illinois,2014,Noviembre,6.3
Illinois,2014,Octubre,6.5
Illinois,2014,Septiembre,6.6
Illinois,2014,Agosto,6.8
Illinois,2014,Julio,7.0
Illinois,2014,Junio,7.2
Illinois,2014,Mayo,7.4
Illinois,2014,Abril,7.6
Illinois,2014,Marzo,7.9
Illinois,2014,Febrero,8.1
Illinois,2014,Enero,8.4
Illinois,2015,Diciembre,6.1
Illinois,2015,Noviembre,6.0
Illinois,2015,Octubre,5.9
Illinois,2015,Septiembre,5.9
Illinois,2015,Agosto,5.9
Illinois,2015,Julio,5.9
Illinois,2015,Junio,6.0
Illinois,2015,Mayo,6.0
Illinois,2015,Abril,6.0
Illinois,2015,Marzo,6.0
Illinois,2015,Febrero,6.1
Illinois,2015,Enero,6.1
Illinois,2016,Diciembre,5.4
Illinois,2016,Noviembre,5.6
Illinois,2016,Octubre,5.7
Illinois,2016,Septiembre,5.7
Illinois,2016,Agosto,5.8
Illinois,2016,Julio,5.8
Illinois,2016,Junio,5.9
Illinois,2016,Mayo,6.0
Illinois,2016,Abril,6.1
Illinois,2016,Marzo,6.2
Illinois,2016,Febrero,6.2
Illinois,2016,Enero,6.2
Illinois,2017,Diciembre,4.7
Illinois,2017,Noviembre,4.8
Illinois,2017,Octubre,4.9
Illinois,2017,Septiembre,4.9
Illinois,2017,Agosto,5.0
Illinois,2017,Julio,5.0
Illinois,2017,Junio,4.9
Illinois,2017,Mayo,4.9
Illinois,2017,Abril,4.9
Illinois,2017,Marzo,5.0
Illinois,2017,Febrero,5.1
Illinois,2017,Enero,5.3
Illinois,2018,Diciembre,4.5
Illinois,2018,Noviembre,4.5
Illinois,2018,Octubre,4.4
Illinois,2018,Septiembre,4.4
Illinois,2018,Agosto,4.3
Illinois,2018,Julio,4.3
